profile,date,text,link,likes,retweets
HillaryClinton,"Oct 29, 2025 · 6:07 PM UTC","Millions of Americans don't know if they'll be able to feed their kids next week.   Meanwhile, Trump's focused on his ballroom.  https://abcnews.go.com/Health/americans-prepare-halt-snap-benefits-im-hungry-kids/story?id=126908769",https://twitter.com/HillaryClinton/status/1983596536421634300#m,2163,586
HillaryClinton,"Oct 28, 2025 · 5:39 PM UTC",One in eight Americans will struggle to put food on the table if the Trump shutdown extends through next week.   Yet Republicans in Congress are nowhere to be found.   Tell them it's time to clock back in—because they work for us: https://indivisible.org/campaign/stop-trump-shutdown,https://twitter.com/HillaryClinton/status/1983227071896666413#m,3282,1005
HillaryClinton,"Oct 24, 2025 · 1:15 PM UTC","If you're hopping mad about Trump destroying the White House, we've got a new hat or sticker for you.  Your purchase supports progressive groups working to build a fairer, more inclusive America for everyone—and win elections!  https://shop.onwardtogether.org/collections/our-house",https://twitter.com/HillaryClinton/status/1981711124480524620#m,3092,719
HillaryClinton,"Oct 24, 2025 · 1:47 AM UTC","“Although I spent many of my formative years living in the White House, I always knew it wasn’t my house. It was my home, absolutely, but not my house. The White House belongs to the American people, and that’s why we call it the People’s House.” https://www.usatoday.com/story/opinion/voices/2025/10/23/trump-east-wing-white-house-chelsea-clinton/86854489007/",https://twitter.com/HillaryClinton/status/1981537933715705888#m,10786,1618
HillaryClinton,"Oct 24, 2025 · 12:09 AM UTC","The government may be shut down, but Trump is still managing to get some work done in Washington—like illegally demolishing an entire wing of the White House to build himself a ballroom.   Lifting a finger to lower your health care costs?   Not so much.",https://twitter.com/HillaryClinton/status/1981513232641904725#m,7170,1750
HillaryClinton,"Oct 21, 2025 · 7:14 PM UTC","📣 NEW from @USATODAY — @ChelseaClinton's new podcast “wants to know what doctors, dietitians, parenting experts and other advocates are saying about hot-button health topics — like beef tallow — and help people sort through the noise and misinformation.” https://www.usatoday.com/story/life/health-wellness/2025/10/21/chelsea-clinton-podcast-health-facts/86703621007/",https://twitter.com/ClintonFdn/status/1980714304203599903#m,256,63
HillaryClinton,"Oct 20, 2025 · 4:01 PM UTC","“We have to get back to a politics of caring and commitment that is rooted in human rights and the absolute dignity of every human being.”  Thirty years after the Fourth World Conference on Women in Beijing, Sec. @HillaryClinton joined @AsiaSociety to discuss how #Asia and the world have made progress on gender equality—and the work left to do.",https://twitter.com/AsiaSociety/status/1980303285044310215#m,554,152
HillaryClinton,"Oct 21, 2025 · 3:33 PM UTC","What's next after a hugely successful ""No Kings"" day?   More joyful, patriotic, and peaceful organizing to defend our democracy.   Join @indivisibleteam and more this evening to be a part of it.  https://www.mobilize.us/nokings/event/858246",https://twitter.com/HillaryClinton/status/1980658636012810241#m,2094,580
HillaryClinton,"Oct 21, 2025 · 12:19 PM UTC",It’s not his house.   It’s your house.   And he’s destroying it.,https://twitter.com/HillaryClinton/status/1980609785666879553#m,76862,15097
HillaryClinton,"Oct 19, 2025 · 1:31 PM UTC",He's definitely not mad that 7 million Americans came out to protest him yesterday....  https://uk.news.yahoo.com/donald-trump-posted-ai-video-062046140.html,https://twitter.com/HillaryClinton/status/1979903257720893468#m,34712,4367
HillaryClinton,"Oct 16, 2025 · 3:01 PM UTC","In two days, be a part of the largest peaceful protest in modern American history.   Join No Kings this Saturday at an event near you to push back on Trump's power grabs and make it clear—we don't do monarchs here. nokings.org",https://twitter.com/HillaryClinton/status/1978838824294752679#m,11530,2647
HillaryClinton,"Oct 14, 2025 · 4:02 PM UTC","As the Trump shutdown drags into its third week, it's clear Republicans are so committed to raising people's health care costs that they're willing to hold the country hostage to do it.",https://twitter.com/HillaryClinton/status/1978129302718738445#m,8444,1770
HillaryClinton,"Oct 11, 2025 · 1:39 PM UTC","When we got married 50 years ago, we had no idea how our lives would unfold. But one thing I knew for certain then, and still know now, is that I wanted to navigate the ups and downs and in-betweens with you. Happy anniversary, dear Bill.",https://twitter.com/HillaryClinton/status/1977006213578866971#m,29292,1829
HillaryClinton,"Oct 9, 2025 · 2:50 PM UTC","Yesterday: Trump bragged, ""We took the freedom of speech away.""  Today: New reporting on Trump's plans to go after opposition groups.  In 9 days: We mount the largest peaceful protest in modern history to say, loud and clear, that America has no king.   nokings.org/",https://twitter.com/HillaryClinton/status/1976299359823085675#m,21769,5861
HillaryClinton,"Oct 8, 2025 · 6:07 PM UTC",This is good news. It would be even better if Trump wasn't torpedoing the U.S. solar and wind industry and ceding the energy future to China. https://www.theguardian.com/environment/2025/oct/07/global-renewable-energy-generation-surpasses-coal-first-time,https://twitter.com/HillaryClinton/status/1975986534550569399#m,2372,530
HillaryClinton,"Oct 8, 2025 · 2:55 PM UTC",Children around the world have died because Trump and Musk needlessly destroyed USAID. These are some of their stories.  https://apnews.com/article/myanmar-usaid-thailand-trump-rubio-aid-7f6919a1863ceea2ddf6708e47bb88f0#,https://twitter.com/HillaryClinton/status/1975938009666396262#m,5097,2060
HillaryClinton,"Oct 6, 2025 · 2:42 PM UTC","If ""states' rights"" mean anything, they must include the right to not get invaded by another state in peacetime.   Americans everywhere: Speak up and stand against Trump's outrageous assaults on Illinois and Oregon.",https://twitter.com/HillaryClinton/status/1975210146163990606#m,39294,10758
HillaryClinton,"Oct 2, 2025 · 3:11 PM UTC",Republicans in Congress could end the Trump shutdown today by passing a budget deal that protects your health care and takes away Trump’s blank checks.   Let your legislators hear from you.,https://twitter.com/HillaryClinton/status/1973767717313548781#m,5363,1194
HillaryClinton,"Oct 1, 2025 · 12:39 PM UTC","Trump wants to hold the government hostage until Democrats agree to raise health care costs for millions of Americans and give him more unchecked power.   But health care is a human right.   And in America, we have no kings.",https://twitter.com/HillaryClinton/status/1973367235373834383#m,27673,5583
HillaryClinton,"Sep 30, 2025 · 6:15 PM UTC",Look at that huge jump in Trump's wealth in 2025.  Americans can't afford groceries or health care.   But the Trump presidency is working out great for Donald Trump.  https://www.forbes.com/sites/danalexander/article/the-definitive-networth-of-donaldtrump/,https://twitter.com/HillaryClinton/status/1973089267397034193#m,25650,8503
HillaryClinton,"Sep 27, 2025 · 4:53 PM UTC","20 years ago, @MaEllenSirleaf became Africa’s first democratically elected woman president. Now, she’s building Africa’s first presidential center for women leaders. #CGI2025",https://twitter.com/ClintonGlobal/status/1971981414251090407#m,424,128
HillaryClinton,"Sep 30, 2025 · 1:29 PM UTC",Democrats will support a spending bill as long as it won't mean Americans' health care costs skyrocket while Trump keeps getting blank checks for his power grabs.   Ask your Republican legislators TODAY to stand up for you and prevent a shutdown.,https://twitter.com/HillaryClinton/status/1973017457901351318#m,2740,562
HillaryClinton,"Sep 26, 2025 · 4:43 PM UTC",We’re really going to miss our friend Bob Barnett.,https://twitter.com/HillaryClinton/status/1971616567470473394#m,1088,148
HillaryClinton,"Sep 26, 2025 · 2:44 PM UTC","This community is taking action on the world's most pressing challenges, together.   Ready to join us? Here's how to get involved:   https://www.clintonfoundation.org/get-involved/",https://twitter.com/HillaryClinton/status/1971586687001354419#m,619,172
HillaryClinton,"Sep 25, 2025 · 11:25 PM UTC","At CGI, we don’t wring our hands — we roll up our sleeves. 💪  That’s the spirit behind the #CGI2025 Working Groups, as @HillaryClinton explains.",https://twitter.com/ClintonGlobal/status/1971355291250835515#m,319,81
HillaryClinton,"Sep 25, 2025 · 4:49 PM UTC","How do we keep fighting against disinformation? @mariaressa deals some hard truths:  ""It is the mother of all battles. If we lose that, we lose everything. You cannot govern. You cannot have a shared reality. You can't have civic engagement. It's a battle for facts. It's a battle for agency. It's a battle for rule of law."" #CGI2025",https://twitter.com/ClintonGlobal/status/1971255828456870008#m,488,165
HillaryClinton,"Sep 25, 2025 · 8:44 PM UTC","Twenty years in to tackling the world's most pressing challenges with @clintonglobal, we're more inspired than ever to roll up our sleeves.   Become a part of it by joining us for the closing session of this year's convening:  https://clintonglobal.org/2025",https://twitter.com/HillaryClinton/status/1971314782214160503#m,465,89
HillaryClinton,"Sep 25, 2025 · 4:05 PM UTC","Democracy around the world is under siege, and let's be clear.   No knight in shining armor is coming to save us.   It's on all of us to save our countries and our rights.",https://twitter.com/HillaryClinton/status/1971244604109529572#m,17499,4039
HillaryClinton,"Sep 25, 2025 · 2:17 PM UTC",Day 1 of this year's @clintonglobal convening was a whirlwind of big ideas and inspiring connections.   Day 2 starts now. Join us live: https://clintonglobal.org/2025,https://twitter.com/HillaryClinton/status/1971217520234516822#m,743,165
HillaryClinton,"Sep 24, 2025 · 8:41 PM UTC",There’s no one formula to save democracy.  But there are plenty of places to start.  That’s why the @ClintonGlobal commitment model is more urgent than ever.   Join us this afternoon to become a part of it:  clintonglobal.org/2025,https://twitter.com/HillaryClinton/status/1970951646013518275#m,866,200
HillaryClinton,"Sep 24, 2025 · 1:19 PM UTC","""This is a game-changer"" —President @BillClinton  NEW: Today we announced that a twice-yearly shot that provides protection against HIV will be made available at $40 per patient in low- and middle-income countries, thanks to a life-saving partnership between @CHAI_health, @UNITAID, @WitsRHI, and @drreddys.  More from @NYTimes: https://nyti.ms/3IgH3IJ",https://twitter.com/ClintonFdn/status/1970840516469104642#m,560,160
HillaryClinton,"Sep 24, 2025 · 1:59 PM UTC","🌍 What’s Next starts now.  #CGI2025 kicks off today with an urgent question: In a time of unprecedented challenges, how do we build what comes next?  Watch live: clintonglobal.org/2025",https://twitter.com/ClintonGlobal/status/1970850683202175485#m,222,71
HillaryClinton,"Sep 24, 2025 · 12:53 PM UTC","The challenges we face won’t wait, and neither can we.  Join us for the 20th anniversary Clinton Global Initiative convening today to get inspired and ready to roll up your sleeves.  Watch live: clintonglobal.org/2025",https://twitter.com/HillaryClinton/status/1970834018619826270#m,713,167
HillaryClinton,"Sep 23, 2025 · 6:30 PM UTC",,https://twitter.com/HillaryClinton/status/1970556301571690805#m,4301,1034
HillaryClinton,"Sep 22, 2025 · 9:00 PM UTC","As leaders gather for #CGI2025 this week, @HillaryClinton on the fight for women’s rights and what’s at stake today.  NEW from @nytimes: https://nyti.ms/4pzTUXb",https://twitter.com/ClintonGlobal/status/1970231732260536799#m,364,92
HillaryClinton,"Sep 23, 2025 · 3:42 PM UTC","When personal relationships between leaders become a substitute for a coherent strategy, international relations get more volatile.   There's a better way.   More from @YarhiMilo and me for the @nytimes. https://www.nytimes.com/2025/09/22/opinion/america-foreign-policy-clinton-trump.html",https://twitter.com/HillaryClinton/status/1970514207683559436#m,757,218
